Node 0, start at 733, n: 5, c:5
Node 470, start at 635, n: 5, c:5
Node 471, start at 739, n: 11, c:11
Node 472, start at 122, n: 5, c:5
Node 473, start at 936, n: 5, c:5
Node 474, start at 408, n: 5, c:5
Node 475, start at 998, n: 3, c:3
Node 476, start at 605, n: 5, c:5
Node 477, start at 688, n: 3, c:3
Node 478, start at 124, n: 11, c:11
Node 479, start at 372, n: 7, c:7
Node 480, start at 570, n: 5, c:5
Node 481, start at 255, n: 13, c:13
Node 482, start at 473, n: 5, c:5
Node 483, start at 207, n: 5, c:5
Node 484, start at 404, n: 5, c:5
Node 485, start at 548, n: 3, c:3
Node 486, start at 699, n: 7, c:7
Node 487, start at 711, n: 5, c:5
Node 488, start at 479, n: 3, c:3
Node 489, start at 760, n: 3, c:3
Node 490, start at 461, n: 11, c:11
Node 491, start at 104, n: 5, c:5
Node 492, start at 775, n: 3, c:3
Node 493, start at 727, n: 7, c:7
Node 494, start at 485, n: 3, c:3
Node 495, start at 911, n: 5, c:5
Node 496, start at 682, n: 5, c:5
Node 497, start at 114, n: 5, c:5
Node 498, start at 104, n: 13, c:13
Node 499, start at 931, n: 7, c:7
Node 500, start at 750, n: 13, c:13
Node 501, start at 159, n: 3, c:3
Node 502, start at 382, n: 13, c:13
Node 503, start at 359, n: 3, c:3
Node 504, start at 406, n: 5, c:5
Node 505, start at 464, n: 11, c:11
Node 506, start at 816, n: 5, c:5
Node 507, start at 965, n: 3, c:3
Node 508, start at 640, n: 13, c:13
Node 509, start at 712, n: 3, c:3
Node 510, start at 701, n: 13, c:13
Node 511, start at 115, n: 13, c:13
Node 512, start at 319, n: 3, c:3
Node 513, start at 643, n: 11, c:11
Node 514, start at 690, n: 7, c:7
Node 515, start at 140, n: 5, c:5
Node 516, start at 345, n: 3, c:3
Node 517, start at 173, n: 5, c:5
Node 518, start at 512, n: 3, c:3
Node 519, start at 50, n: 3, c:3
Node 520, start at 140, n: 5, c:5
Node 521, start at 161, n: 13, c:13
Node 522, start at 461, n: 5, c:5
Node 523, start at 624, n: 3, c:3
Node 524, start at 956, n: 11, c:11
Node 525, start at 501, n: 7, c:7
Node 526, start at 851, n: 5, c:5
Node 527, start at 802, n: 5, c:5
Node 528, start at 121, n: 3, c:3
Node 529, start at 758, n: 3, c:3
Node 530, start at 865, n: 5, c:5
Node 531, start at 415, n: 5, c:5
Node 532, start at 610, n: 13, c:13
Node 533, start at 488, n: 11, c:11
Node 534, start at 266, n: 13, c:13
Node 535, start at 73, n: 3, c:3
Node 536, start at 144, n: 11, c:11
Node 537, start at 774, n: 3, c:3
Node 538, start at 532, n: 3, c:3
Node 539, start at 828, n: 13, c:13
Node 540, start at 206, n: 3, c:3
Node 541, start at 835, n: 3, c:3
Node 542, start at 645, n: 3, c:3
Node 543, start at 683, n: 3, c:3
Node 544, start at 986, n: 11, c:11
Node 545, start at 974, n: 5, c:5
Node 546, start at 787, n: 11, c:11
Node 547, start at 556, n: 5, c:5
Node 548, start at 102, n: 3, c:3
Node 549, start at 170, n: 5, c:5
Node 550, start at 972, n: 3, c:3
Node 551, start at 218, n: 5, c:5
Node 552, start at 118, n: 3, c:3
Node 553, start at 749, n: 11, c:11
Node 554, start at 712, n: 3, c:3
Node 555, start at 957, n: 3, c:3
Node 556, start at 701, n: 7, c:7
Node 557, start at 185, n: 5, c:5
Node 558, start at 835, n: 5, c:5
Node 559, start at 566, n: 13, c:13
Node 560, start at 572, n: 11, c:11
Node 561, start at 786, n: 3, c:3
Node 562, start at 873, n: 13, c:13
Node 563, start at 105, n: 5, c:5
Node 564, start at 181, n: 5, c:5
Node 565, start at 512, n: 3, c:3
Node 566, start at 792, n: 13, c:13
Node 567, start at 764, n: 11, c:11
Node 568, start at 81, n: 3, c:3
Node 569, start at 23, n: 5, c:5
Node 570, start at 34, n: 7, c:7
Node 571, start at 825, n: 13, c:13
Node 572, start at 711, n: 11, c:11
Node 573, start at 885, n: 5, c:5
Node 574, start at 436, n: 3, c:3
Node 575, start at 760, n: 5, c:5
Node 576, start at 416, n: 7, c:7
Node 577, start at 841, n: 5, c:5
Node 578, start at 101, n: 7, c:7
Node 579, start at 197, n: 3, c:3
Node 580, start at 862, n: 7, c:7
Node 581, start at 787, n: 5, c:5
Node 582, start at 804, n: 3, c:3
Node 583, start at 743, n: 5, c:5
Node 584, start at 289, n: 13, c:13
Node 585, start at 393, n: 5, c:5
Node 586, start at 518, n: 11, c:11
Node 587, start at 569, n: 7, c:7
Node 588, start at 245, n: 3, c:3
Node 589, start at 589, n: 5, c:5
Node 590, start at 574, n: 5, c:5
Node 591, start at 777, n: 5, c:5
Node 592, start at 679, n: 13, c:13
Node 593, start at 220, n: 3, c:3
Node 594, start at 741, n: 5, c:5
Node 595, start at 929, n: 11, c:11
Node 596, start at 275, n: 3, c:3
Node 597, start at 653, n: 5, c:5
Node 598, start at 969, n: 5, c:5
Node 599, start at 779, n: 13, c:13
Node 600, start at 304, n: 5, c:5
Node 601, start at 657, n: 13, c:13
Node 602, start at 292, n: 3, c:3
Node 603, start at 549, n: 5, c:5
Node 604, start at 502, n: 5, c:5
Node 605, start at 891, n: 11, c:11
Node 606, start at 985, n: 5, c:5
Node 607, start at 773, n: 13, c:13
Node 608, start at 798, n: 7, c:7
Node 609, start at 676, n: 3, c:3
Node 610, start at 337, n: 5, c:5
Node 611, start at 834, n: 13, c:13
Node 612, start at 324, n: 3, c:3
Node 613, start at 791, n: 7, c:7
Node 614, start at 245, n: 7, c:7
Node 615, start at 848, n: 3, c:3
Node 616, start at 339, n: 5, c:5
Node 617, start at 318, n: 7, c:7
Node 618, start at 649, n: 13, c:13
Node 619, start at 206, n: 3, c:3
Node 620, start at 718, n: 3, c:3
Node 621, start at 939, n: 3, c:3
Node 622, start at 322, n: 5, c:5
Node 623, start at 410, n: 3, c:3
Node 624, start at 750, n: 3, c:3
Node 625, start at 6, n: 5, c:5
Node 626, start at 61, n: 13, c:13
Node 627, start at 965, n: 13, c:13
Node 628, start at 403, n: 3, c:3
Node 629, start at 570, n: 5, c:5
Node 630, start at 124, n: 7, c:7
Node 631, start at 851, n: 5, c:5
Node 632, start at 314, n: 13, c:13
Node 633, start at 628, n: 5, c:5
Node 634, start at 485, n: 7, c:7
Node 635, start at 970, n: 5, c:5
Node 636, start at 817, n: 11, c:11
Node 637, start at 934, n: 7, c:7
Node 638, start at 553, n: 5, c:5
Node 639, start at 738, n: 5, c:5
Node 640, start at 756, n: 7, c:7
Node 641, start at 964, n: 7, c:7
Node 642, start at 52, n: 7, c:7
Node 643, start at 922, n: 11, c:11
Node 644, start at 797, n: 13, c:13
Node 645, start at 244, n: 3, c:3
Node 646, start at 572, n: 3, c:3
Node 647, start at 397, n: 5, c:5
Node 648, start at 777, n: 5, c:5
Node 649, start at 983, n: 5, c:5
Node 650, start at 776, n: 3, c:3
Node 651, start at 251, n: 7, c:7
Node 652, start at 766, n: 11, c:11
Node 653, start at 411, n: 11, c:11
Node 654, start at 85, n: 5, c:5
Node 655, start at 421, n: 11, c:11
Node 656, start at 907, n: 5, c:5
Node 657, start at 609, n: 3, c:3
Node 658, start at 38, n: 5, c:5
Node 659, start at 948, n: 5, c:5
Node 660, start at 527, n: 3, c:3
Node 661, start at 821, n: 3, c:3
Node 662, start at 55, n: 11, c:11
Node 663, start at 314, n: 5, c:5
Node 664, start at 24, n: 11, c:11
Node 665, start at 256, n: 7, c:7
Node 666, start at 842, n: 3, c:3
Node 667, start at 759, n: 3, c:3
Node 668, start at 486, n: 5, c:5
Node 669, start at 894, n: 7, c:7
Node 670, start at 805, n: 5, c:5
Node 671, start at 764, n: 5, c:5
Node 672, start at 923, n: 5, c:5
Node 673, start at 623, n: 7, c:7
Node 674, start at 989, n: 13, c:13
Node 675, start at 119, n: 7, c:7
Node 676, start at 741, n: 5, c:5
Node 677, start at 920, n: 3, c:3
Node 678, start at 555, n: 13, c:13
Node 679, start at 319, n: 3, c:3
Node 680, start at 774, n: 5, c:5
Node 681, start at 105, n: 5, c:5
Node 682, start at 782, n: 3, c:3
Node 683, start at 942, n: 7, c:7
Node 684, start at 30, n: 5, c:5
Node 685, start at 445, n: 13, c:13
Node 686, start at 810, n: 5, c:5
Node 687, start at 842, n: 5, c:5
Node 688, start at 471, n: 11, c:11
Node 689, start at 133, n: 3, c:3
Node 690, start at 59, n: 3, c:3
Node 691, start at 595, n: 11, c:11
Node 692, start at 644, n: 3, c:3
Node 693, start at 181, n: 3, c:3
Node 694, start at 907, n: 3, c:3
Node 695, start at 41, n: 5, c:5
Node 696, start at 730, n: 5, c:5
Node 697, start at 10, n: 7, c:7
Node 698, start at 409, n: 3, c:3
Node 699, start at 129, n: 5, c:5
Node 700, start at 345, n: 5, c:5
Node 701, start at 592, n: 3, c:3
Node 702, start at 568, n: 5, c:5
Node 703, start at 266, n: 5, c:5
Node 704, start at 818, n: 5, c:5
Node 705, start at 420, n: 13, c:13
Node 706, start at 442, n: 5, c:5
Node 707, start at 932, n: 5, c:5
Node 708, start at 423, n: 3, c:3
Node 709, start at 369, n: 3, c:3
Node 710, start at 405, n: 5, c:5
Node 711, start at 272, n: 11, c:11
Node 712, start at 401, n: 13, c:13
Node 713, start at 992, n: 11, c:11
Node 714, start at 612, n: 5, c:5
Node 715, start at 322, n: 3, c:3
Node 716, start at 78, n: 5, c:5
Node 717, start at 700, n: 5, c:5
Node 718, start at 934, n: 3, c:3
Node 719, start at 500, n: 5, c:5
Node 720, start at 727, n: 3, c:3
Node 721, start at 548, n: 5, c:5
Node 722, start at 231, n: 3, c:3
Node 723, start at 336, n: 5, c:5
Node 724, start at 284, n: 5, c:5
Node 725, start at 232, n: 5, c:5
Node 726, start at 696, n: 11, c:11
Node 727, start at 67, n: 5, c:5
Node 728, start at 400, n: 5, c:5
Node 729, start at 257, n: 3, c:3
Node 730, start at 28, n: 13, c:13
Node 731, start at 164, n: 13, c:13
Node 732, start at 919, n: 3, c:3
Node 733, start at 25, n: 11, c:11
Node 734, start at 526, n: 5, c:5
Node 735, start at 875, n: 3, c:3
Node 736, start at 971, n: 13, c:13
Node 737, start at 150, n: 13, c:13
Node 738, start at 972, n: 5, c:5
Node 739, start at 238, n: 3, c:3
Node 740, start at 103, n: 11, c:11
Node 741, start at 55, n: 5, c:5
Node 742, start at 832, n: 3, c:3
Node 743, start at 989, n: 3, c:3
Node 744, start at 358, n: 5, c:5
Node 745, start at 362, n: 3, c:3
Node 746, start at 491, n: 5, c:5
Node 747, start at 695, n: 5, c:5
Node 748, start at 967, n: 3, c:3
Node 749, start at 339, n: 5, c:5
Node 750, start at 753, n: 3, c:3
Node 751, start at 238, n: 3, c:3
Node 752, start at 889, n: 5, c:5
Node 753, start at 690, n: 13, c:13
Node 754, start at 546, n: 5, c:5
Node 755, start at 3, n: 11, c:11
Node 756, start at 822, n: 3, c:3
Node 757, start at 573, n: 3, c:3
Node 758, start at 965, n: 11, c:11
Node 759, start at 204, n: 3, c:3
Node 760, start at 934, n: 3, c:3
Node 761, start at 600, n: 7, c:7
Node 762, start at 809, n: 11, c:11
Node 763, start at 653, n: 13, c:13
Node 764, start at 531, n: 5, c:5
Node 765, start at 272, n: 3, c:3
Node 766, start at 934, n: 5, c:5
Node 767, start at 542, n: 3, c:3
Node 768, start at 46, n: 5, c:5
Node 769, start at 261, n: 3, c:3
Node 770, start at 449, n: 5, c:5
Node 771, start at 360, n: 5, c:5
Node 772, start at 651, n: 11, c:11
Node 773, start at 246, n: 11, c:11
Node 774, start at 127, n: 3, c:3
Node 775, start at 361, n: 5, c:5
Node 776, start at 882, n: 5, c:5
Node 777, start at 47, n: 3, c:3
Node 778, start at 779, n: 3, c:3
Node 779, start at 350, n: 3, c:3
Node 780, start at 144, n: 5, c:5
Node 781, start at 276, n: 11, c:11
Node 782, start at 516, n: 5, c:5
Node 783, start at 264, n: 5, c:5
Node 784, start at 741, n: 3, c:3
Node 785, start at 319, n: 5, c:5
Node 786, start at 565, n: 3, c:3
Node 787, start at 197, n: 5, c:5
Node 788, start at 812, n: 5, c:5
Node 789, start at 66, n: 3, c:3
Node 790, start at 89, n: 13, c:13
Node 791, start at 60, n: 3, c:3
Node 792, start at 217, n: 3, c:3
Node 793, start at 256, n: 3, c:3
Node 794, start at 897, n: 11, c:11
Node 795, start at 38, n: 7, c:7
Node 796, start at 945, n: 7, c:7
Node 797, start at 371, n: 3, c:3
Node 798, start at 273, n: 7, c:7
Node 799, start at 241, n: 5, c:5
Node 800, start at 688, n: 3, c:3
Node 801, start at 737, n: 5, c:5
Node 802, start at 708, n: 11, c:11
Node 803, start at 296, n: 11, c:11
Node 804, start at 543, n: 3, c:3
Node 805, start at 171, n: 13, c:13
Node 806, start at 342, n: 5, c:5
Node 807, start at 329, n: 3, c:3
Node 808, start at 466, n: 5, c:5
Node 809, start at 491, n: 3, c:3
Node 810, start at 60, n: 11, c:11
Node 811, start at 939, n: 5, c:5
Node 812, start at 904, n: 3, c:3
Node 813, start at 900, n: 3, c:3
Node 814, start at 408, n: 11, c:11
Node 815, start at 39, n: 5, c:5
Node 816, start at 729, n: 3, c:3
Node 817, start at 655, n: 7, c:7
Node 818, start at 628, n: 11, c:11
Node 819, start at 44, n: 11, c:11
Node 820, start at 414, n: 3, c:3
Node 821, start at 45, n: 3, c:3
Node 822, start at 668, n: 3, c:3
Node 823, start at 763, n: 3, c:3
Node 824, start at 564, n: 3, c:3
Node 825, start at 603, n: 11, c:11
Node 826, start at 13, n: 13, c:13
Node 827, start at 881, n: 3, c:3
Node 828, start at 811, n: 3, c:3
Node 829, start at 398, n: 5, c:5
Node 830, start at 750, n: 5, c:5
Node 831, start at 39, n: 3, c:3
Node 832, start at 424, n: 3, c:3
Node 833, start at 52, n: 3, c:3
Node 834, start at 587, n: 3, c:3
Node 835, start at 111, n: 13, c:13
Node 836, start at 985, n: 11, c:11
Node 837, start at 430, n: 3, c:3
Node 838, start at 491, n: 3, c:3
Node 839, start at 797, n: 5, c:5
Node 840, start at 617, n: 7, c:7
Node 841, start at 537, n: 11, c:11
Node 842, start at 460, n: 5, c:5
Node 843, start at 125, n: 5, c:5
Node 844, start at 310, n: 3, c:3
Node 845, start at 261, n: 5, c:5
Node 846, start at 822, n: 3, c:3
Node 847, start at 514, n: 13, c:13
Node 848, start at 890, n: 5, c:5
Node 849, start at 492, n: 7, c:7
Node 850, start at 844, n: 5, c:5
Node 851, start at 774, n: 11, c:11
Node 852, start at 808, n: 5, c:5
Node 853, start at 482, n: 11, c:11
Node 854, start at 564, n: 5, c:5
Node 855, start at 658, n: 5, c:5
Node 856, start at 57, n: 11, c:11
Node 857, start at 686, n: 5, c:5
Node 858, start at 565, n: 11, c:11
Node 859, start at 799, n: 5, c:5
Node 860, start at 359, n: 5, c:5
Node 861, start at 199, n: 5, c:5
Node 862, start at 358, n: 3, c:3
Node 863, start at 966, n: 3, c:3
Node 864, start at 580, n: 3, c:3
Node 865, start at 581, n: 5, c:5
Node 866, start at 164, n: 5, c:5
Node 867, start at 10, n: 11, c:11
Node 868, start at 53, n: 11, c:11
Node 869, start at 882, n: 5, c:5
Node 870, start at 559, n: 13, c:13
Node 871, start at 808, n: 3, c:3
Node 872, start at 186, n: 5, c:5
Node 873, start at 640, n: 3, c:3
Node 874, start at 188, n: 3, c:3
Node 875, start at 206, n: 3, c:3
Node 876, start at 484, n: 5, c:5
Node 877, start at 651, n: 5, c:5
Node 878, start at 286, n: 7, c:7
Node 879, start at 510, n: 5, c:5
Node 880, start at 920, n: 5, c:5
Node 881, start at 409, n: 3, c:3
Node 882, start at 296, n: 7, c:7
Node 883, start at 751, n: 5, c:5
Node 884, start at 351, n: 3, c:3
Node 885, start at 13, n: 3, c:3
Node 886, start at 206, n: 7, c:7
Node 887, start at 125, n: 3, c:3
Node 888, start at 908, n: 3, c:3
Node 889, start at 394, n: 3, c:3
Node 890, start at 690, n: 3, c:3
Node 891, start at 974, n: 5, c:5
Node 892, start at 440, n: 3, c:3
Node 893, start at 2, n: 3, c:3
Node 894, start at 381, n: 3, c:3
Node 895, start at 303, n: 3, c:3
Node 896, start at 353, n: 3, c:3
Node 897, start at 641, n: 5, c:5
Node 898, start at 51, n: 7, c:7
Node 899, start at 487, n: 3, c:3
Node 900, start at 625, n: 5, c:5
Node 901, start at 422, n: 5, c:5
Node 902, start at 872, n: 7, c:7
Node 903, start at 617, n: 3, c:3
Node 904, start at 532, n: 5, c:5
Node 905, start at 563, n: 3, c:3
Node 906, start at 68, n: 13, c:13
Node 907, start at 625, n: 7, c:7
Node 908, start at 803, n: 3, c:3
Node 909, start at 585, n: 3, c:3
Node 910, start at 682, n: 5, c:5
Node 911, start at 94, n: 5, c:5
Node 912, start at 137, n: 3, c:3
Node 913, start at 423, n: 3, c:3
Node 914, start at 481, n: 3, c:3
Node 915, start at 10, n: 3, c:3
Node 916, start at 979, n: 13, c:13
Node 917, start at 154, n: 11, c:11
Node 918, start at 372, n: 3, c:3
Node 919, start at 186, n: 13, c:13
Node 920, start at 289, n: 13, c:13
Node 921, start at 718, n: 7, c:7
Node 922, start at 361, n: 3, c:3
Node 923, start at 676, n: 5, c:5
Node 924, start at 410, n: 5, c:5
Node 925, start at 951, n: 3, c:3
Node 926, start at 28, n: 7, c:7
Node 927, start at 767, n: 3, c:3
Node 928, start at 226, n: 7, c:7
Node 929, start at 350, n: 3, c:3
Node 930, start at 430, n: 11, c:11
Node 931, start at 933, n: 5, c:5
Node 932, start at 464, n: 5, c:5
Node 933, start at 667, n: 5, c:5
Node 934, start at 980, n: 5, c:5
Node 935, start at 480, n: 3, c:3
Node 936, start at 841, n: 7, c:7
Node 937, start at 753, n: 7, c:7
Node 938, start at 685, n: 5, c:5
Node 939, start at 846, n: 13, c:13
Node 940, start at 860, n: 13, c:13
Node 941, start at 1, n: 7, c:7
Node 942, start at 59, n: 3, c:3
Node 943, start at 100, n: 5, c:5
Node 944, start at 2, n: 3, c:3
Node 945, start at 753, n: 3, c:3
Node 946, start at 921, n: 5, c:5
Node 947, start at 489, n: 5, c:5
Node 948, start at 710, n: 3, c:3
Node 949, start at 22, n: 11, c:11
Node 950, start at 58, n: 11, c:11
Node 951, start at 542, n: 3, c:3
Node 952, start at 136, n: 5, c:5
Node 953, start at 785, n: 7, c:7
Node 954, start at 678, n: 5, c:5
Node 955, start at 223, n: 7, c:7
Node 956, start at 107, n: 5, c:5
Node 957, start at 934, n: 5, c:5
Node 958, start at 968, n: 5, c:5
Node 959, start at 75, n: 5, c:5
Node 960, start at 931, n: 3, c:3
Node 961, start at 113, n: 5, c:5
Node 962, start at 326, n: 3, c:3
Node 963, start at 817, n: 5, c:5
Node 964, start at 619, n: 3, c:3
Node 965, start at 222, n: 5, c:5
Node 966, start at 856, n: 5, c:5
Node 967, start at 704, n: 11, c:11
Node 968, start at 937, n: 3, c:3
Node 969, start at 189, n: 7, c:7
Node 970, start at 38, n: 5, c:5
Node 971, start at 409, n: 3, c:3
Node 972, start at 53, n: 5, c:5
Node 973, start at 928, n: 7, c:7
Node 974, start at 959, n: 5, c:5
Node 975, start at 745, n: 3, c:3
Node 976, start at 620, n: 11, c:11
Node 977, start at 482, n: 3, c:3
Node 978, start at 201, n: 11, c:11
Node 979, start at 698, n: 5, c:5
Node 980, start at 508, n: 11, c:11
Node 981, start at 243, n: 3, c:3
Node 982, start at 554, n: 7, c:7
Node 983, start at 621, n: 5, c:5
Node 984, start at 943, n: 5, c:5
Node 985, start at 425, n: 3, c:3
Node 986, start at 596, n: 3, c:3
Node 987, start at 925, n: 5, c:5
Node 988, start at 685, n: 3, c:3
Node 989, start at 843, n: 5, c:5
Node 990, start at 161, n: 5, c:5
Node 991, start at 362, n: 11, c:11
Node 992, start at 217, n: 5, c:5
Node 993, start at 277, n: 7, c:7
Node 994, start at 752, n: 13, c:13
Node 995, start at 281, n: 3, c:3
Node 996, start at 875, n: 5, c:5
Node 997, start at 203, n: 3, c:3
Node 998, start at 609, n: 3, c:3
Node 999, start at 695, n: 3, c:3
