Node 0, start at 131, c: 11
Node 864, start at 466, c: 19
Node 865, start at 407, c: 11
Node 866, start at 733, c: 13
Node 867, start at 962, c: 3
Node 868, start at 66, c: 7
Node 869, start at 660, c: 5
Node 870, start at 157, c: 7
Node 871, start at 29, c: 3
Node 872, start at 506, c: 5
Node 873, start at 859, c: 3
Node 874, start at 446, c: 5
Node 875, start at 299, c: 11
Node 876, start at 790, c: 5
Node 877, start at 814, c: 5
Node 878, start at 84, c: 13
Node 879, start at 686, c: 7
Node 880, start at 903, c: 5
Node 881, start at 311, c: 13
Node 882, start at 247, c: 5
Node 883, start at 517, c: 13
Node 884, start at 109, c: 5
Node 885, start at 658, c: 13
Node 886, start at 800, c: 13
Node 887, start at 321, c: 5
Node 888, start at 422, c: 5
Node 889, start at 673, c: 7
Node 890, start at 4, c: 13
Node 891, start at 76, c: 5
Node 892, start at 717, c: 7
Node 893, start at 699, c: 5
Node 894, start at 388, c: 11
Node 895, start at 268, c: 5
Node 896, start at 724, c: 7
Node 897, start at 848, c: 5
Node 898, start at 401, c: 5
Node 899, start at 677, c: 5
Node 900, start at 234, c: 11
Node 901, start at 912, c: 7
Node 902, start at 68, c: 7
Node 903, start at 47, c: 13
Node 904, start at 72, c: 3
Node 905, start at 815, c: 5
Node 906, start at 783, c: 7
Node 907, start at 485, c: 19
Node 908, start at 266, c: 11
Node 909, start at 97, c: 19
Node 910, start at 780, c: 5
Node 911, start at 639, c: 11
Node 912, start at 47, c: 19
Node 913, start at 695, c: 7
Node 914, start at 686, c: 19
Node 915, start at 884, c: 5
Node 916, start at 690, c: 5
Node 917, start at 145, c: 7
Node 918, start at 500, c: 3
Node 919, start at 743, c: 5
Node 920, start at 180, c: 7
Node 921, start at 21, c: 11
Node 922, start at 638, c: 7
Node 923, start at 977, c: 5
Node 924, start at 70, c: 5
Node 925, start at 322, c: 7
Node 926, start at 310, c: 7
Node 927, start at 929, c: 3
Node 928, start at 430, c: 5
Node 929, start at 434, c: 13
Node 930, start at 453, c: 5
Node 931, start at 185, c: 19
Node 932, start at 784, c: 19
Node 933, start at 403, c: 7
Node 934, start at 882, c: 19
Node 935, start at 527, c: 19
Node 936, start at 383, c: 11
Node 937, start at 377, c: 7
Node 938, start at 673, c: 3
Node 939, start at 267, c: 13
Node 940, start at 41, c: 3
Node 941, start at 644, c: 5
Node 942, start at 109, c: 7
Node 943, start at 121, c: 5
Node 944, start at 914, c: 11
Node 945, start at 15, c: 3
Node 946, start at 213, c: 5
Node 947, start at 562, c: 5
Node 948, start at 454, c: 5
Node 949, start at 219, c: 19
Node 950, start at 958, c: 5
Node 951, start at 279, c: 3
Node 952, start at 75, c: 13
Node 953, start at 946, c: 5
Node 954, start at 121, c: 7
Node 955, start at 267, c: 7
Node 956, start at 997, c: 19
Node 957, start at 296, c: 7
Node 958, start at 849, c: 7
Node 959, start at 964, c: 3
Node 960, start at 580, c: 5
Node 961, start at 929, c: 13
Node 962, start at 137, c: 5
Node 963, start at 323, c: 5
Node 964, start at 111, c: 7
Node 965, start at 907, c: 13
Node 966, start at 868, c: 13
Node 967, start at 287, c: 7
Node 968, start at 601, c: 5
Node 969, start at 51, c: 7
Node 970, start at 231, c: 5
Node 971, start at 472, c: 5
Node 972, start at 494, c: 5
Node 973, start at 771, c: 7
Node 974, start at 714, c: 13
Node 975, start at 146, c: 13
Node 976, start at 791, c: 7
Node 977, start at 169, c: 13
Node 978, start at 620, c: 5
Node 979, start at 102, c: 5
Node 980, start at 139, c: 13
Node 981, start at 76, c: 19
Node 982, start at 644, c: 11
Node 983, start at 807, c: 11
Node 984, start at 750, c: 5
Node 985, start at 429, c: 11
Node 986, start at 854, c: 19
Node 987, start at 622, c: 7
Node 988, start at 311, c: 7
Node 989, start at 463, c: 5
Node 990, start at 684, c: 5
Node 991, start at 145, c: 13
Node 992, start at 386, c: 5
Node 993, start at 758, c: 5
Node 994, start at 617, c: 5
Node 995, start at 30, c: 11
Node 996, start at 809, c: 5
Node 997, start at 335, c: 19
Node 998, start at 462, c: 13
Node 999, start at 919, c: 5
